Symbol	DTE	Expiration
Date	Strike	Future Price	Straddle Price	Volatility	Open Interest
Settle	Prior	Chg	Settle	Prior	Chg	Settle	Prior	Chg	Call	Call Chg	Put	Put Chg
MO4N6	3	27/07/2026	1.14	1.1394	1.1401	-0.0007	0.0024	0.0035	-0.0011	3.06	3.87	-0.81	12	4	16	10
TU4N6	4	28/07/2026	1.14	1.1394	1.1401	-0.0007	0.0036	0.0045	-0.0009	3.95	4.40	-0.46	23	15	20	15
WE5N6	5	29/07/2026	1.14	1.1394	1.1401	-0.0007	0.0044	0.0051	-0.0007	4.28	4.52	-0.24	10	2	172	0
SU5N6	6	30/07/2026	1.14	1.1394	1.1401	-0.0007	0.0072	0.0076	-0.0004	6.37	6.21	0.16	0	0	0	0
EU5N6	7	31/07/2026	1.14	1.1394	1.1401	-0.0007	0.0078	0.0079	-0.0001	6.36	6.02	0.35	1,848	1,798	1,852	1,591
MO1Q6	10	03/08/2026	1.14	1.1394	1.1401	-0.0007	0.0082	0.0085	-0.0003	5.55	5.48	0.07	18	18	0	0
TU1Q6	11	04/08/2026	1.14	1.1394	1.1401	-0.0007	0.0086	0.0089	-0.0003	5.54	5.49	0.05	38	38	8	8
WE1Q6	12	05/08/2026	1.14	1.1394	1.1401	-0.0007	0.009	0.0093	-0.0003	5.55	5.50	0.04	0	0	29	0
SU1Q6	13	06/08/2026	1.14	1.1394	0	1.1394	0.0094	0	0.0094	5.56	0.00	5.56	0	0	0	0
EUUQ6	14	07/08/2026	1.14	1.1394	1.1401	-0.0007	0.0102	0.0105	-0.0003	5.81	5.78	0.03	308	19	12,020	-19
MO2Q6	17	10/08/2026	1.14	1.1394	1.1401	-0.0007	0.0106	0.0107	-0.0001	5.47	5.36	0.10	0	0	110	110
WE2Q6	19	12/08/2026	1.14	1.1394	1.1401	-0.0007	0.0114	0.0117	-0.0003	5.56	5.56	0.00	0	0	0	0
EU2Q6	21	14/08/2026	1.14	1.1394	1.1401	-0.0007	0.0122	0.0123	-0.0001	5.65	5.57	0.09	0	0	8	2
MO3Q6	24	17/08/2026	1.14	1.1394	1.1401	-0.0007	0.0124	0.0126	-0.0002	5.37	5.34	0.02	0	0	0	0
WE3Q6	26	19/08/2026	1.14	1.1394	1.1401	-0.0007	0.013	0.0131	-0.0001	5.41	5.35	0.06	0	0	0	0
EU3Q6	28	21/08/2026	1.14	1.1394	1.1401	-0.0007	0.0136	0.0137	-0.0001	5.45	5.39	0.06	5	0	28	2
EUUU6	42	04/09/2026	1.14	1.1394	1.1401	-0.0007	0.0168	0.0169	-0.0001	5.49	5.46	0.03	6,800	6,341	1,944	1
EUUV6	77	09/10/2026	1.145	1.14375	1.14445	-0.0007	0.0228	0.0226	0.0002	5.49	5.41	0.08	1,831	14	1,644	6
EUUX6	105	06/11/2026	1.145	1.14375	1.14445	-0.0007	0.0272	0.0269	0.0003	5.62	5.53	0.09	120	0	606	0
EUUZ6	133	04/12/2026	1.145	1.14375	1.14445	-0.0007	0.0306	0.0301	0.0005	5.63	5.52	0.11	203	1	1,301	0
EUUF7	168	08/01/2027	1.15	1.1482	1.1488	-0.0006	0.0342	0.0338	0.0004	5.60	5.51	0.08	2	0	747	0
EUUG7	196	05/02/2027	1.15	1.1482	1.1488	-0.0006	0.0374	0.0371	0.0003	5.68	5.62	0.06	3	0	613	0
EUUH7	224	05/03/2027	1.15	1.1482	1.1488	-0.0006	0.0402	0.0397	0.0005	5.73	5.65	0.08	14	0	32	0
EUUJ7	259	09/04/2027	1.15	1.1524	1.153	-0.0006	0.044	0.0433	0.0007	5.84	5.74	0.10	3	0	365	0
EUUK7	287	07/05/2027	1.15	1.1524	1.153	-0.0006	0.0483	0.0475	0.0008	6.11	6.00	0.11	3	0	99	0
EUUM7	315	04/06/2027	1.15	1.1524	1.153	-0.0006	0.0507	0.0501	0.0006	6.15	6.06	0.08	1,713	0	49	0
EUUN7	350	09/07/2027	1.155	1.1565	1.157	-0.0005	0.0534	0.0531	0.0003	6.14	6.10	0.04	0	0	0	0
