Symbol	DTE	Expiration
Date	Strike	Future Price	Straddle Price	Volatility	Open Interest
Settle	Prior	Chg	Settle	Prior	Chg	Settle	Prior	Chg	Call	Call Chg	Put	Put Chg
SF5N6	2	31/07/2026	1.235	1.2333	1.2274	0.0059	0.0055	0.011	-0.0055	8.15	10.88	-2.73	1	0	2	0
CHUQ6	9	07/08/2026	1.235	1.2333	1.2274	0.0059	0.0103	0.0144	-0.0041	6.76	8.17	-1.41	1	1	5	0
SF2Q6	16	14/08/2026	1.235	1.2333	1.2274	0.0059	0.0135	0.0168	-0.0033	6.61	7.47	-0.87	2	1	1	1
SF3Q6	23	21/08/2026	1.235	1.2333	1.2274	0.0059	0.0156	0.0188	-0.0032	6.35	7.13	-0.77	0	0	0	0
SF4Q6	30	28/08/2026	1.235	1.2333	1.2274	0.0059	0.0175	0.0206	-0.0031	6.24	6.93	-0.69	1	1	0	0
CHUU6	37	04/09/2026	1.235	1.2333	1.2274	0.0059	0.0201	0.0228	-0.0027	6.45	6.99	-0.53	94	0	312	0
CHUV6	72	09/10/2026	1.245	1.2463	1.2404	0.006	0.0289	0.0304	-0.0015	6.61	6.88	-0.27	47	0	0	0
CHUX6	100	06/11/2026	1.245	1.2463	1.2404	0.006	0.0349	0.0362	-0.0013	6.78	6.99	-0.21	0	0	0	0
CHUZ6	128	04/12/2026	1.245	1.2463	1.2404	0.006	0.0395	0.0406	-0.0011	6.80	6.96	-0.16	1	0	1	0
CHUF7	163	08/01/2027	1.26	1.2599	1.2537	0.0062	0.0448	0.046	-0.0012	6.79	6.93	-0.14	0	0	110	0
CHUG7	191	05/02/2027	1.26	1.2599	1.2537	0.0062	0.0491	0.05	-0.0009	6.89	6.98	-0.09	0	0	200	0
CHUH7	219	05/03/2027	1.26	1.2599	1.2537	0.0062	0.0525	0.0535	-0.001	6.90	7.02	-0.12	0	0	0	0
CHUJ7	254	09/04/2027	1.275	1.2733	1.2671	0.0063	0.0572	0.0585	-0.0013	6.93	7.06	-0.13	0	0	0	0
CHUK7	282	07/05/2027	1.275	1.2733	1.2671	0.0063	0.0608	0.0621	-0.0013	7.01	7.14	-0.13	0	0	0	0
CHUM7	310	04/06/2027	1.275	1.2733	1.2671	0.0063	0.0647	0.0653	-0.0006	7.14	7.19	-0.05	0	0	0	0
CHUN7	345	09/07/2027	1.285	1.2863	1.2799	0.0064	0.0692	0.0696	-0.0004	7.20	7.24	-0.04	0	0	0	0
