Symbol	DTE	Expiration
Date	Strike	Future Price	Straddle Price	Volatility	Open Interest
Settle	Prior	Chg	Settle	Prior	Chg	Settle	Prior	Chg	Call	Call Chg	Put	Put Chg
SB5N6	1	30/07/2026	1.3375	1.3364	1.3289	0.0075	0.0043	0.011	-0.0067	9.64	11.77	-2.13	57	0	0	0
BP5N6	2	31/07/2026	1.3375	1.3364	1.3289	0.0075	0.0051	0.0114	-0.0063	7.09	9.86	-2.77	1	0	0	0
MB1Q6	5	03/08/2026	1.3375	1.3364	1.3289	0.0075	0.0061	0.012	-0.0059	5.04	7.33	-2.29	1	0	0	0
TG1Q6	6	04/08/2026	1.3375	1.3364	1.3289	0.0075	0.0069	0.0122	-0.0053	5.18	6.93	-1.75	1	0	0	0
WG1Q6	7	05/08/2026	1.3375	1.3364	1.3289	0.0075	0.0075	0.0128	-0.0053	5.19	6.95	-1.75	1	1	0	0
SB1Q6	8	06/08/2026	1.3375	1.3364	1.3289	0.0075	0.0081	0.0132	-0.0051	5.23	6.83	-1.60	1	0	0	0
GBUQ6	9	07/08/2026	1.3375	1.3364	1.3289	0.0075	0.0095	0.0142	-0.0047	5.78	7.15	-1.38	102	0	247	165
MB2Q6	12	10/08/2026	1.3375	1.3364	1.3289	0.0075	0.0101	0.0144	-0.0043	5.29	6.36	-1.07	0	0	0	0
TG2Q6	13	11/08/2026	1.3375	1.3364	0	1.3364	0.0105	0	0.0105	5.28	0.00	5.28	0	0	0	0
WG2Q6	14	12/08/2026	1.3375	1.3364	1.3289	0.0075	0.0115	0.0156	-0.0041	5.57	6.56	-0.98	0	0	0	0
BP2Q6	16	14/08/2026	1.3375	1.3364	1.3289	0.0075	0.0123	0.0164	-0.0041	5.57	6.55	-0.98	0	0	0	0
MB3Q6	19	17/08/2026	1.3375	1.3364	1.3289	0.0075	0.0131	0.0168	-0.0037	5.44	6.21	-0.77	0	0	0	0
WG3Q6	21	19/08/2026	1.3375	1.3364	1.3289	0.0075	0.0136	0.0174	-0.0038	5.36	6.17	-0.81	0	0	1	1
BP3Q6	23	21/08/2026	1.3375	1.3364	1.3289	0.0075	0.0145	0.0182	-0.0037	5.46	6.23	-0.76	0	0	0	0
MB4Q6	26	24/08/2026	1.3375	1.3364	1.3289	0.0075	0.0152	0.0186	-0.0034	5.38	6.02	-0.63	0	0	0	0
BP4Q6	30	28/08/2026	1.3375	1.3364	1.3289	0.0075	0.0166	0.02	-0.0034	5.47	6.10	-0.63	0	0	0	0
GBUU6	37	04/09/2026	1.335	1.3364	1.3289	0.0075	0.0196	0.0217	-0.0021	5.82	6.22	-0.40	8	0	256	0
GBUV6	72	09/10/2026	1.335	1.3364	1.3291	0.0073	0.0286	0.0299	-0.0013	6.10	6.27	-0.17	54	0	64	0
GBUX6	100	06/11/2026	1.335	1.3364	1.3291	0.0073	0.0356	0.0362	-0.0006	6.45	6.51	-0.05	29	0	40	0
GBUZ6	128	04/12/2026	1.335	1.3364	1.3291	0.0073	0.0408	0.0414	-0.0006	6.55	6.61	-0.06	84	0	51	0
GBUF7	163	08/01/2027	1.335	1.3364	1.3291	0.0073	0.0464	0.0468	-0.0004	6.63	6.66	-0.03	0	0	2	0
GBUG7	191	05/02/2027	1.335	1.3364	1.3291	0.0073	0.0512	0.0514	-0.0002	6.78	6.78	0.00	0	0	5	5
GBUH7	219	05/03/2027	1.335	1.3364	1.3291	0.0073	0.0554	0.0555	-0.0001	6.87	6.87	-0.01	0	0	0	0
GBUJ7	254	09/04/2027	1.335	1.336	1.329	0.007	0.0592	0.0602	-0.001	6.84	6.95	-0.11	3	0	0	0
GBUK7	282	07/05/2027	1.335	1.336	1.329	0.007	0.0632	0.0642	-0.001	6.95	7.06	-0.11	0	0	0	0
GBUM7	310	04/06/2027	1.335	1.336	1.329	0.007	0.0669	0.0678	-0.0009	7.04	7.13	-0.09	0	0	0	0
GBUN7	345	09/07/2027	1.335	1.3354	1.3287	0.0067	0.0714	0.0716	-0.0002	7.15	7.18	-0.03	0	0	0	0
