Symbol	DTE	Expiration
Date	Strike	Future Price	Straddle Price	Volatility	Open Interest
Settle	Prior	Chg	Settle	Prior	Chg	Settle	Prior	Chg	Call	Call Chg	Put	Put Chg
Q5DN6	1	30/07/2026	27340	27342	27922	-580	463	782.75	-319.75	43.66	39.11	4.55	267	267	26	26
NEN6	2	31/07/2026	27340	27342	27922	-580	638	880.25	-242.25	40.94	37.88	3.06	0	0	4	1
Q1AQ6	5	03/08/2026	27340	27342	0	27342	759.5	0	759.5	30.17	0.00	30.17	0	0	0	0
Q1BQ6	6	04/08/2026	27350	27342	27922	-580	850.5	1025.75	-175.25	30.76	30.26	0.50	2	2	2	0
Q1CQ6	7	05/08/2026	27350	27342	27922	-580	905	1090.5	-185.5	30.26	30.53	-0.27	0	0	2	0
Q1DQ6	8	06/08/2026	27350	27342	27922	-580	970.5	1144.5	-174	30.32	30.50	-0.18	0	0	0	0
QN1Q6	9	07/08/2026	27350	27342	27922	-580	1065.5	1204.5	-139	31.36	30.73	0.63	2	2	24	4
Q2AQ6	12	10/08/2026	27350	27342	27922	-580	1174.5	1263.75	-89.25	29.88	28.47	1.41	2	2	2	0
Q2BQ6	13	11/08/2026	27350	27342	27922	-580	1153	1306.75	-153.75	28.18	28.50	-0.33	0	0	0	0
Q2CQ6	14	12/08/2026	27350	27342	27922	-580	1282	1357.5	-75.5	30.18	28.76	1.42	2	2	0	0
Q2DQ6	15	13/08/2026	27350	27342	0	27342	1295.5	0	1295.5	29.46	0.00	29.46	0	0	0	0
QN2Q6	16	14/08/2026	27350	27342	27922	-580	1323.5	1438	-114.5	29.13	28.81	0.32	0	0	3	2
QN3Q6	23	21/08/2026	27300	27342	27922	-580	1521.5	1640	-118.5	27.94	27.81	0.13	5	3	101	5
QN4Q6	30	28/08/2026	27300	27342	27922	-580	1709.5	1820	-110.5	27.49	27.43	0.06	1	1	2	0
NEQ6	33	31/08/2026	27300	27342	27922	-580	1747.5	1857	-109.5	26.80	26.77	0.03	3	2	92	44
QN1U6	37	04/09/2026	27300	27342	27922	-580	1858.5	1969	-110.5	26.92	26.97	-0.05	0	0	9	9
NQU6	51	18/09/2026	27300	27342	27922	-580	2100.75	2207.25	-106.5	26.01	26.12	-0.10	1	1	62	1
QN3U6	51	18/09/2026	27600	27613.75	28206.75	-593	2182.75	2226.5	-43.75	26.68	26.05	0.63	0	0	0	0
NEU6	63	30/09/2026	27600	27613.75	28206.75	-593	2317.75	2420.75	-103	25.52	25.66	-0.14	0	0	2	1
QN3V6	79	16/10/2026	27500	27613.75	28206.75	-593	2595.25	2711.25	-116	25.59	25.75	-0.16	32	10	1	0
NQZ6	142	18/12/2026	27500	27613.75	28206.75	-593	3432.5	3538	-105.5	25.44	25.54	-0.10	59	3	117	0
NEZ6	155	31/12/2026	28000	27961.75	28563.5	-601.75	3613	3706.75	-93.75	25.26	25.40	-0.13	8	0	8	0
NQH7	233	19/03/2027	28000	27961.75	28563.5	-601.75	4485.5	4550.75	-65.25	25.83	25.75	0.08	6	0	36	0
NQM7	323	17/06/2027	28500	28307.5	28909.25	-601.75	5306.25	5429.25	-123	25.82	26.07	-0.25	1	0	5	0
NQZ7	506	17/12/2027	28500	28740	29341.75	-601.75	6450	6551	-101	25.43	25.39	0.04	0	0	0	0
NQM8	688	16/06/2028	29000	29203.5	29805.25	-601.75	0	0	0	0.00	0.00	0.00	0	0	0	0
NQZ8	870	15/12/2028	29500	29642.75	30244.5	-601.75	6351	6439.25	-88.25	19.26	19.19	0.07	0	0	0	0
NQM9	1052	15/06/2029	30000	30102.25	30704	-601.75	0	0	0	0.00	0.00	0.00	0	0	0	0
NQZ9	1241	21/12/2029	30500	30587.25	31189	-601.75	8064.5	8156.75	-92.25	20.70	20.61	0.09	0	0	0	0
NQZ0	1605	20/12/2030	31500	31492.5	32094.25	-601.75	0	0	0	0.00	0.00	0.00	0	0	0	0
