Symbol	DTE	Expiration
Date	Strike	Future Price	Straddle Price	Volatility	Open Interest
Settle	Prior	Chg	Settle	Prior	Chg	Settle	Prior	Chg	Call	Call Chg	Put	Put Chg
E5DN6	1	30/07/2026	7350	7351.25	7465.25	-114	72.25	137.35	-65.1	25.34	22.93	2.41	226	222	1,515	1,014
EWN6	2	31/07/2026	7350	7351.25	7465.25	-114	102.75	152.7	-49.95	24.52	22.69	1.84	1,677	69	8,083	-1,438
E1AQ6	5	03/08/2026	7350	7351.25	7465.25	-114	122.75	163	-40.25	18.13	17.70	0.43	16	12	1,375	910
E1BQ6	6	04/08/2026	7350	7351.25	7465.25	-114	135.75	171.5	-35.75	18.27	17.68	0.59	128	107	491	0
E1CQ6	7	05/08/2026	7350	7351.25	7465.25	-114	147.75	179.75	-32	18.38	17.63	0.74	1	1	120	20
E1DQ6	8	06/08/2026	7350	7351.25	7465.25	-114	158.25	188	-29.75	18.39	17.71	0.68	1	0	146	3
EW1Q6	9	07/08/2026	7350	7351.25	7465.25	-114	168.25	197.75	-29.5	18.42	17.92	0.50	287	144	2,555	-381
E2AQ6	12	10/08/2026	7350	7351.25	7465.25	-114	180.25	206.5	-26.25	17.06	16.62	0.44	2	0	76	42
E2BQ6	13	11/08/2026	7350	7351.25	7465.25	-114	188.25	213	-24.75	17.11	16.65	0.46	1	0	49	1
E2CQ6	14	12/08/2026	7350	7351.25	7465.25	-114	197.75	221.5	-23.75	17.32	16.88	0.44	0	0	161	-10
E2DQ6	15	13/08/2026	7350	7351.25	7465.25	-114	205.25	228	-22.75	17.36	16.92	0.44	12	10	23	17
EW2Q6	16	14/08/2026	7350	7351.25	7465.25	-114	213.25	235.5	-22.25	17.46	17.06	0.40	162	88	664	-27
E3AQ6	19	17/08/2026	7350	7351.25	7465.25	-114	221.75	243	-21.25	16.66	16.32	0.34	1	0	76	0
E3BQ6	20	18/08/2026	7350	7351.25	7465.25	-114	228.25	248.75	-20.5	16.71	16.39	0.32	0	0	119	0
E3CQ6	21	19/08/2026	7350	7351.25	7465.25	-114	234.75	254.5	-19.75	16.77	16.42	0.35	0	0	2	0
E3DQ6	22	20/08/2026	7350	7351.25	7465.25	-114	241.25	260.5	-19.25	16.84	16.50	0.34	0	0	198	0
EW3Q6	23	21/08/2026	7350	7351.25	7465.25	-114	246.75	266.25	-19.5	16.84	16.57	0.27	385	2	2,852	456
E4AQ6	26	24/08/2026	7350	7351.25	7465.25	-114	254.25	272.75	-18.5	16.32	16.06	0.26	3	0	34	1
E4BQ6	27	25/08/2026	7350	7351.25	7465.25	-114	260.25	277.75	-17.5	16.39	16.10	0.30	0	0	3	0
E4CQ6	28	26/08/2026	7350	7351.25	7465.25	-114	265.75	282.75	-17	16.44	16.14	0.30	0	0	2	0
E4DQ6	29	27/08/2026	7350	7351.25	7465.25	-114	274.25	290.25	-16	16.67	16.34	0.33	0	0	4	0
EW4Q6	30	28/08/2026	7350	7351.25	7465.25	-114	280.75	297.75	-17	16.78	16.53	0.25	23	6	703	-1
EWQ6	33	31/08/2026	7350	7351.25	7465.25	-114	288.75	304.25	-15.5	16.46	16.17	0.29	1,254	-9	1,956	48
E1BU6	34	01/09/2026	7350	7351.25	7465.25	-114	292.25	308.5	-16.25	16.41	16.17	0.24	0	0	2	0
E1CU6	35	02/09/2026	7350	7351.25	7465.25	-114	297.75	312.75	-15	16.48	16.20	0.28	0	0	0	0
E1DU6	36	03/09/2026	7350	7351.25	0	7351.25	302.25	0	302.25	16.49	0.00	16.49	0	0	0	0
EW1U6	37	04/09/2026	7350	7351.25	7465.25	-114	308.25	323.75	-15.5	16.59	16.37	0.22	5	5	20	5
EW2U6	44	11/09/2026	7350	7351.25	0	7351.25	329.75	0	329.75	16.28	0.00	16.28	6	6	2	2
E2AU6	47	14/09/2026	7400	7351.25	7465.25	-114	325	329	-4	15.38	15.20	0.17	9	1	38	21
ESU6	51	18/09/2026	7350	7351.25	7465.25	-114	354.75	367.25	-12.5	16.32	16.09	0.24	1,507	2	9,502	-16
EW3U6	51	18/09/2026	7425	7415.25	7532	-116.75	357.25	369.75	-12.5	16.24	16.09	0.14	14	1	92	-16
EW4U6	58	25/09/2026	7400	7415.25	7532	-116.75	385	401.75	-16.75	16.45	16.31	0.14	16	4	16	2
EWU6	63	30/09/2026	7425	7415.25	7532	-116.75	391	402.25	-11.25	16.01	15.86	0.15	9	5	135	3
EW3V6	79	16/10/2026	7425	7415.25	7532	-116.75	440.25	452.75	-12.5	16.12	16.07	0.05	48	46	79	1
EWV6	93	30/10/2026	7425	7415.25	7532	-116.75	477	489.25	-12.25	16.12	16.09	0.03	0	0	197	197
EW3X6	114	20/11/2026	7400	7415.25	7532	-116.75	541	555.25	-14.25	16.57	16.53	0.05	877	1	2,310	12
EWX6	124	30/11/2026	7400	7415.25	7532	-116.75	556.5	570	-13.5	16.36	16.31	0.05	12	0	221	3
ESZ6	142	18/12/2026	7400	7415.25	7532	-116.75	603.75	617.75	-14	16.64	16.60	0.03	3,230	0	1,946	262
EW3Z6	142	18/12/2026	7500	7489.5	7607.75	-118.25	605.5	618.25	-12.75	16.48	16.50	-0.03	454	1	410	1
EWZ6	155	31/12/2026	7500	7489.5	7607.75	-118.25	627.75	642.75	-15	16.37	16.46	-0.08	656	0	442	-5
EW3F7	170	15/01/2027	7500	7489.5	7607.75	-118.25	659.75	673	-13.25	16.46	16.50	-0.04	707	0	294	0
EW3G7	205	19/02/2027	7500	7489.5	7607.75	-118.25	730.25	742.75	-12.5	16.65	16.68	-0.02	48	0	196	0
ESH7	233	19/03/2027	7500	7489.5	7607.75	-118.25	791.75	804	-12.25	17.00	17.01	0.00	645	0	611	-8
EW3H7	233	19/03/2027	7550	7561.25	7682.75	-121.5	800.5	818.5	-18	17.04	17.14	-0.10	0	0	241	14
EWH7	245	31/03/2027	7550	7561.25	7682.75	-121.5	822.5	840.75	-18.25	17.10	17.20	-0.10	37	0	131	8
EW3J7	261	16/04/2027	7550	7561.25	7682.75	-121.5	853.25	870.5	-17.25	17.22	17.30	-0.08	17	0	87	0
EW3K7	296	21/05/2027	7550	7561.25	7682.75	-121.5	917.25	935.75	-18.5	17.45	17.56	-0.11	4	0	44	0
ESM7	323	17/06/2027	7550	7561.25	7682.75	-121.5	967.5	988.75	-21.25	17.68	17.80	-0.12	708	0	210	0
EWM7	336	30/06/2027	7650	7633.5	7755.5	-122	985	1006.75	-21.75	17.47	17.66	-0.19	0	0	38	0
EW3N7	352	16/07/2027	7650	7633.5	7755.5	-122	1013.25	1026.75	-13.5	17.59	17.63	-0.04	2	0	8	5
EW3Q7	387	20/08/2027	7650	7633.5	7755.5	-122	1065.25	1082.5	-17.25	17.71	17.81	-0.10	0	0	0	0
ESU7	415	17/09/2027	7650	7633.5	7755.5	-122	1118.25	1135	-16.75	18.01	18.07	-0.06	53	0	34	0
EW3U7	415	17/09/2027	7700	7704.75	7830	-125.25	1119.5	1139.75	-20.25	17.89	18.01	-0.12	0	0	0	0
