Symbol	DTE	Expiration
Date	Strike	Future Price	Straddle Price	Volatility	Open Interest
Settle	Prior	Chg	Settle	Prior	Chg	Settle	Prior	Chg	Call	Call Chg	Put	Put Chg
SA5N6	1	30/07/2026	0.6975	0.69775	0.69695	0.0008	0.0024	0.0053	-0.0029	10.50	14.29	-3.79	0	0	0	0
AD5N6	2	31/07/2026	0.6975	0.69775	0.69695	0.0008	0.0036	0.0057	-0.0021	9.72	12.08	-2.36	236	9	42	0
MA1Q6	5	03/08/2026	0.6975	0.69775	0.69695	0.0008	0.0038	0.0061	-0.0023	6.07	8.82	-2.76	0	0	0	0
TA1Q6	6	04/08/2026	0.6975	0.69775	0.69695	0.0008	0.0043	0.0065	-0.0022	6.23	8.67	-2.44	0	0	0	0
WA1Q6	7	05/08/2026	0.6975	0.69775	0.69695	0.0008	0.0053	0.0069	-0.0016	7.07	8.58	-1.50	46	44	0	0
SA1Q6	8	06/08/2026	0.6975	0.69775	0.69695	0.0008	0.0057	0.0073	-0.0016	7.09	8.53	-1.44	0	0	0	0
ADUQ6	9	07/08/2026	0.6975	0.69775	0.69695	0.0008	0.0062	0.0079	-0.0017	7.25	8.74	-1.49	254	0	4	0
MA2Q6	12	10/08/2026	0.6975	0.69775	0.69695	0.0008	0.0069	0.0081	-0.0012	6.95	7.83	-0.88	0	0	1	0
TA2Q6	13	11/08/2026	0.6975	0.69775	0	0.69775	0.0072	0	0.0072	6.96	0.00	6.96	0	0	0	0
WA2Q6	14	12/08/2026	0.6975	0.69775	0.69695	0.0008	0.008	0.009	-0.001	7.45	8.09	-0.64	0	0	0	0
AD2Q6	16	14/08/2026	0.6975	0.69775	0.69695	0.0008	0.0083	0.0097	-0.0014	7.22	8.18	-0.96	0	0	0	0
MA3Q6	19	17/08/2026	0.6975	0.69775	0.69695	0.0008	0.0088	0.0099	-0.0011	7.01	7.68	-0.67	0	0	0	0
WA3Q6	21	19/08/2026	0.6975	0.69775	0.69695	0.0008	0.0094	0.0105	-0.0011	7.12	7.76	-0.65	0	0	0	0
AD3Q6	23	21/08/2026	0.6975	0.69775	0.69695	0.0008	0.0099	0.0108	-0.0009	7.16	7.64	-0.49	0	0	0	0
MA4Q6	26	24/08/2026	0.6975	0.69775	0.69695	0.0008	0.01	0.0111	-0.0011	6.80	7.40	-0.61	0	0	0	0
AD4Q6	30	28/08/2026	0.6975	0.69775	0.69695	0.0008	0.0113	0.012	-0.0007	7.14	7.46	-0.32	0	0	0	0
ADUU6	37	04/09/2026	0.7	0.69775	0.69695	0.0008	0.0124	0.0135	-0.0011	6.97	7.42	-0.44	1,346	7	1,067	0
ADUV6	72	09/10/2026	0.695	0.6968	0.696	0.0008	0.0182	0.0186	-0.0004	7.43	7.56	-0.13	241	0	704	0
ADUX6	100	06/11/2026	0.695	0.6968	0.696	0.0008	0.0222	0.0224	-0.0002	7.71	7.76	-0.05	6	0	108	0
ADUZ6	128	04/12/2026	0.695	0.6968	0.696	0.0008	0.0255	0.0258	-0.0003	7.85	7.93	-0.08	166	0	7	0
ADUF7	163	08/01/2027	0.695	0.69625	0.69515	0.0011	0.0288	0.0287	0.0001	7.90	7.86	0.04	276	0	304	0
ADUG7	191	05/02/2027	0.695	0.69625	0.69515	0.0011	0.0318	0.0315	0.0003	8.08	8.00	0.08	15	3	0	0
ADUH7	219	05/03/2027	0.695	0.69625	0.69515	0.0011	0.0345	0.0342	0.0003	8.21	8.13	0.08	0	0	0	0
ADUJ7	254	09/04/2027	0.695	0.6956	0.69435	0.00125	0.0375	0.0376	-0.0001	8.33	8.34	-0.02	0	0	0	0
ADUK7	282	07/05/2027	0.695	0.6956	0.69435	0.00125	0.0401	0.0399	0.0002	8.47	8.43	0.04	0	0	14	0
ADUM7	310	04/06/2027	0.695	0.6956	0.69435	0.00125	0.0424	0.0421	0.0003	8.57	8.51	0.06	0	0	0	0
ADUN7	345	09/07/2027	0.695	0.69505	0.6936	0.00145	0.0448	0.0447	0.0001	8.62	8.60	0.02	0	0	0	0
